domains,opendoar_inst,opendoar_other,opendoar_subject,other_repo
math.ucla.edu,0,0,0,2
math.uh.edu,0,0,0,2
math.umn.edu,0,0,0,2
math.uni-heidelberg.de,0,0,0,2
math.uni-muenster.de,0,0,0,2
math.usask.ca,0,0,0,2
math.uwaterloo.ca,0,0,0,2
math.washington.edu,0,0,0,2
mathopt.de,0,0,0,2
maths.dur.ac.uk,0,0,0,2
maths.qmul.ac.uk,0,0,0,2
maths.qmw.ac.uk,0,0,0,2
maths.tcd.ie,0,0,0,2
maths.uq.edu.au,0,0,0,2
media.gfz-potsdam.de,0,0,0,2
meilerlab.org,0,0,0,2
membrane.urmc.rochester.edu,0,0,0,2
meshcompression.org,0,0,0,2
mmbr.asm.org,0,0,0,2
mmr.sagepub.com,0,0,0,2
mnikolova.perso.math.cnrs.fr,0,0,0,2
montsevila.org,0,0,0,2
mrl.ucsb.edu,0,0,0,2
msu.edu,0,0,0,2
mtc-m16d.sid.inpe.br,0,0,0,2
mth.kcl.ac.uk,0,0,0,2
multires.caltech.edu,0,0,0,2
muzewol.pan.pl,0,0,0,2
mvences.de,0,0,0,2
mysite.science.uottawa.ca,0,0,0,2
na.math.kit.edu,0,0,0,2
nada.kth.se,0,0,0,2
nano-bio.ehu.es,0,0,0,2
nanomechanics.mit.edu,0,0,0,2
nao.ac.jp,0,0,0,2
nbn-resolving.org,0,0,0,2
nbs.rs,0,0,0,2
ncsu.edu,0,0,0,2
nct.brain.riken.jp,0,0,0,2
nena2018.files.wordpress.com,0,0,0,2
net.in.tum.de,0,0,0,2
neurosurgery.med.wayne.edu,0,0,0,2
newater.uni-osnabrueck.de,0,0,0,2
newton.kias.re.kr,0,0,0,2
newyorkfed.org,0,0,0,2
nld.ds.mpg.de,0,0,0,2
nma.berkeley.edu,0,0,0,2
nmbu.no,0,0,0,2
nmr.mgh.harvard.edu,0,0,0,2
nonner.de,0,0,0,2
norut.brage.unit.no,0,0,0,2
notendur.hi.is,0,0,0,2
nparc.nrc-cnrc.gc.ca,0,0,0,2
nuffield.ox.ac.uk,0,0,0,2
oai.cwi.nl,0,0,0,2
ocs.ciemat.es,0,0,0,2
ocs.fce.unsw.edu.au,0,0,0,2
online.liebertpub.com,0,0,0,2
opus.bath.ac.uk,0,0,0,2
originslab.uchicago.edu,0,0,0,2
paa2012.princeton.edu,0,0,0,2
page.inf.fu-berlin.de,0,0,0,2
pagepress.org,0,0,0,2
pages.cs.wisc.edu,0,0,0,2
papers.nips.cc,0,0,0,2
parco.iti.kit.edu,0,0,0,2
pasj.asj.or.jp,0,0,0,2
pathwaystoadulthood.org,0,0,0,2
pbnc2014.org,0,0,0,2
pcc2341f.unige.ch,0,0,0,2
pcliv.ac.uk,0,0,0,2
pct.espci.fr,0,0,0,2
peerj.com,0,0,0,2
pendientedemigracion.ucm.es,0,0,0,2
people.inf.ethz.ch,0,0,0,2
people.physik.hu-berlin.de,0,0,0,2
pep.vse.cz,0,0,0,2
perso.telecom-paristech.fr,0,0,0,2
personal.ceu.hu,0,0,0,2
personal.us.es,0,0,0,2
philosophie.hu-berlin.de,0,0,0,2
phys.vt.edu,0,0,0,2
physics.ucsd.edu,0,0,0,2
physics.udel.edu,0,0,0,2
physics.wm.edu,0,0,0,2
pi4.informatik.uni-mannheim.de,0,0,0,2
pitt.edu,0,0,0,2
plosmedicine.org,0,0,0,2
polarmet.osu.edu,0,0,0,2
prism.bham.ac.uk,0,0,0,2
project.nek.lu.se,0,0,0,2
przyrbwn.icm.edu.pl,0,0,0,2
ps.is.tue.mpg.de,0,0,0,2
pure.amc.nl,0,0,0,2
pure.rhul.ac.uk,0,0,0,2
qcc.ru,0,0,0,2
qcmd.mpsd.mpg.de,0,0,0,2
qed.econ.queensu.ca,0,0,0,2
qsim.uni-freiburg.de,0,0,0,2
redciencia.cu,0,0,0,2
rendering.ovgu.de,0,0,0,2
repec.deps.unisi.it,0,0,0,2
repository.law.umich.edu,0,0,0,2
research.stephantrenn.de,0,0,0,2
researchers-sbe.unimaas.nl,0,0,0,2
residents.fammed.org,0,0,0,2
revistas.uptc.edu.co,0,0,0,2
rff.org,0,0,0,2
rheumatology.oxfordjournals.org,0,0,0,2
robotics.tu-berlin.de,0,0,0,2
romanfrigg.org,0,0,0,2
rrjournal.org,0,0,0,2
rsfs.royalsocietypublishing.org,0,0,0,2
rsos.royalsocietypublishing.org,0,0,0,2
s.kanazawa-u.ac.jp,0,0,0,2
s.win.tue.nl,0,0,0,2
sakkyndig.com,0,0,0,2
salilab.org,0,0,0,2
sameekhan.org,0,0,0,2
sbp.org.pk,0,0,0,2
schlom.mse.cornell.edu,0,0,0,2
schulprojekt-klimawandel.de,0,0,0,2
scienti.colciencias.gov.co,0,0,0,2
scottbarrykaufman.com,0,0,0,2
se.uni-oldenburg.de,0,0,0,2
sfamjournals.onlinelibrary.wiley.com,0,0,0,2
sfb637.uni-bremen.de,0,0,0,2
sfs.uni-tuebingen.de,0,0,0,2
sgc.anlis.gob.ar,0,0,0,2
shoup.net,0,0,0,2
sigmod.org,0,0,0,2
sites.ualberta.ca,0,0,0,2
snf.ieeecsc.org,0,0,0,2
spcomnav.uab.es,0,0,0,2
spdm.org.pt,0,0,0,2
spmn.uji.es,0,0,0,2
st-orofacial.dinstudio.se,0,0,0,2
staff.math.su.se,0,0,0,2
staff.ul.ie,0,0,0,2
staff.uni-oldenburg.de,0,0,0,2
stat.purdue.edu,0,0,0,2
statistik.econ.kit.edu,0,0,0,2
statistik.ets.kit.edu,0,0,0,2
statslab.cam.ac.uk,0,0,0,2
stefan-koelsch.de,0,0,0,2
stt.msu.edu,0,0,0,2
substanceabusepolicy.com,0,0,0,2
svenoliverproksch.com,0,0,0,2
svn.vsp.tu-berlin.de,0,0,0,2
sweet.ua.pt,0,0,0,2
tage.sussex.ac.uk,0,0,0,2
tavana.us,0,0,0,2
tcs.ifi.lmu.de,0,0,0,2
tem.uoc.gr,0,0,0,2
thegreenjournal.com,0,0,0,2
theory.lcs.mit.edu,0,0,0,2
thi.informatik.uni-frankfurt.de,0,0,0,2
thomas.deselaers.de,0,0,0,2
thphys.uni-heidelberg.de,0,0,0,2
tilburgeconomics.nl,0,0,0,2
tim.wi.tum.de,0,0,0,2
tommasonannicini.eu,0,0,0,2
tp1.physik.uni-siegen.de,0,0,0,2
tpajor.com,0,0,0,2
tph.tuwien.ac.at,0,0,0,2
ttabuchi.e.u-tokyo.ac.jp,0,0,0,2
tubdok.tub.tuhh.de,0,0,0,2
twister.ou.edu,0,0,0,2
uai.cl,0,0,0,2
uantwerpen.be,0,0,0,2
ub.zih.tu-dresden.de,0,0,0,2
ucd.ie,0,0,0,2
ucl.ac.uk,0,0,0,2
uea.ac.uk,0,0,0,2
uhasselt.be,0,0,0,2
umclimate.com,0,0,0,2
unav.edu,0,0,0,2
uni-leipzig.de,0,0,0,2
uni-magdeburg.de,0,0,0,2
uni-muenster.de,0,0,0,2
unicatt.it,0,0,0,2
users.aalto.fi,0,0,0,2
users.cs.umn.edu,0,0,0,2
users.ece.gatech.edu,0,0,0,2
users.elis.ugent.be,0,0,0,2
users.ictp.it,0,0,0,2
users.monash.edu.au,0,0,0,2
users.utu.fi,0,0,0,2
users.wpi.edu,0,0,0,2
uv.es,0,0,0,2
uwicore.umh.es,0,0,0,2
vs.inf.ethz.ch,0,0,0,2
w3.pppl.gov,0,0,0,2
w4.stern.nyu.edu,0,0,0,2
waikato.researchgateway.ac.nz,0,0,0,2
wakespace.lib.wfu.edu,0,0,0,2
web.donga.ac.kr,0,0,0,2
web.holycross.edu,0,0,0,2
web.science.unsw.edu.au,0,0,0,2
web.stanford.edu,0,0,0,2
webee.technion.ac.il,0,0,0,2
wiiw.ac.at,0,0,0,2
wildmukul.com,0,0,0,2
wisdom.weizmann.ac.il,0,0,0,2
wl.fst.tu-darmstadt.de,0,0,0,2
wpa.deos.aueb.gr,0,0,0,2
wun.ac.uk,0,0,0,2
wwlln.net,0,0,0,2
wws.mathematik.hu-berlin.de,0,0,0,2
xqp.physik.uni-muenchen.de,0,0,0,2
yadda.icm.edu.pl,0,0,0,2
.cs.uregina.ca,0,0,0,1
.diism.unisi.it,0,0,0,1
.eng.cam.ac.uk,0,0,0,1
.fjfi.cvut.cz,0,0,0,1
.geog.uni-heidelberg.de,0,0,0,1
.icsi.berkeley.edu,0,0,0,1
.imm.dtu.dk,0,0,0,1
.imperial.ac.uk,0,0,0,1
.ims.nus.edu.sg,0,0,0,1
.informatik.hu-berlin.de,0,0,0,1
.informatik.tu-muenchen.de,0,0,0,1
.isye.gatech.edu,0,0,0,1
.math.uu.se,0,0,0,1
.mathematik.hu-berlin.de,0,0,0,1
.stetson.edu,0,0,0,1
.tcs.ifi.lmu.de,0,0,0,1
.uaem.mx,0,0,0,1
131.220.132.179,0,0,0,1
2013.isiproceedings.org,0,0,0,1
3dmed.net,0,0,0,1
4.in.tum.de,0,0,0,1
47jaiio.sadio.org.ar,0,0,0,1
aaai.org,0,0,0,1
aacademica.org,0,0,0,1
aaee.at,0,0,0,1
academicjournals.org,0,0,0,1
acadsci.fi,0,0,0,1
accessecon.com,0,0,0,1
aclweb.org,0,0,0,1
acoustics.ippt.gov.pl,0,0,0,1
actamedicaportuguesa.com,0,0,0,1
actuar.aegean.gr,0,0,0,1
adatbank.transindex.ro,0,0,0,1
adb.org,0,0,0,1
aeefi.com,0,0,0,1
aerodynamics.lr.tudelft.nl,0,0,0,1
aerosols.ucsd.edu,0,0,0,1
ag.udel.edu,0,0,0,1
agentgroup.ing.unimo.it,0,0,0,1
agrosy.informatik.uni-kl.de,0,0,0,1
aib.informatik.rwth-aachen.de,0,0,0,1
aimath.org,0,0,0,1
ait.upct.es,0,0,0,1
ajol.info,0,0,0,1
ajp.amjpathol.org,0,0,0,1
ajronline.org,0,0,0,1
akhuettel.de,0,0,0,1
alanbetts.com,0,0,0,1
alfresco.uclouvain.be,0,0,0,1
alr-journal.org,0,0,0,1
alum.sharif.edu,0,0,0,1
amarsi-project.eu,0,0,0,1
ambadylab.stanford.edu,0,0,0,1
amjmed.com,0,0,0,1
ams.sunysb.edu,0,0,0,1
anderson.ucla.edu,0,0,0,1
andreknops.com,0,0,0,1
andrew.cmu.edu,0,0,0,1
anesthesiology.pubs.asahq.org,0,0,0,1
anpec.org.br,0,0,0,1
ant.uni-bremen.de,0,0,0,1
aporc.org,0,0,0,1
aprendeenlinea.udea.edu.co,0,0,0,1
archpsyc.jamanetwork.com,0,0,0,1
arievandermeijden.nl,0,0,0,1
armin-schaefer.de,0,0,0,1
arne-broering.de,0,0,0,1
ars.els-cdn.com,0,0,0,1
arthurjaffe.com,0,0,0,1
asc.rssi.ru,0,0,0,1
asimod.informatik.tu-muenchen.de,0,0,0,1
asit.maldura.unipd.it,0,0,0,1
aspbooks.org,0,0,0,1
astro.cornell.edu,0,0,0,1
astro.dur.ac.uk,0,0,0,1
astronomy.swin.edu.au,0,0,0,1
aths.anu.edu.au,0,0,0,1
audition.ens.fr,0,0,0,1
aueb.gr,0,0,0,1
avab.in.tum.de,0,0,0,1
banque-france.fr,0,0,0,1
barrysternphd.com,0,0,0,1
bath.ac.uk,0,0,0,1
bbaa6.mecc.polimi.it,0,0,0,1
bbk.ac.uk,0,0,0,1
beach.mit.edu,0,0,0,1
benszm.net,0,0,0,1
besley.chem.nottingham.ac.uk,0,0,0,1
bfg.oxfordjournals.org,0,0,0,1
bi.edu,0,0,0,1
bib.gfz-potsdam.de,0,0,0,1
bibliotecadigital.exactas.uba.ar,0,0,0,1
biologists.com,0,0,0,1
biology.mcgill.ca,0,0,0,1
biology.ucr.edu,0,0,0,1
biomechanics.stanford.edu,0,0,0,1
biomedical-engineering-online.com,0,0,0,1
biophotonics.illinois.edu,0,0,0,1
biosignaling.com,0,0,0,1
biotechnologyforbiofuels.com,0,0,0,1
birpublications.org,0,0,0,1
bjps.oxfordjournals.org,0,0,0,1
blanco.biomol.uci.edu,0,0,0,1
blogs.darden.virginia.edu,0,0,0,1
bmcmedethics.biomedcentral.com,0,0,0,1
bmcmedgenomics.biomedcentral.com,0,0,0,1
bmcmedresmethodol.biomedcentral.com,0,0,0,1
bmcpediatr.biomedcentral.com,0,0,0,1
bmsystems.net,0,0,0,1
boi.gov.il,0,0,0,1
bostonfed.org,0,0,0,1
boufounos.com,0,0,0,1
brics.dk,0,0,0,1
brunolgiordano.net,0,0,0,1
bsapubs.onlinelibrary.wiley.com,0,0,0,1
burrsettles.com,0,0,0,1
bvasiles.github.io,0,0,0,1
cadik.posvete.cz,0,0,0,1
caleydo.icg.tugraz.at,0,0,0,1
cals.arizona.edu,0,0,0,1
campar.cs.tum.edu,0,0,0,1
canadiancentreforhealtheconomics.ca,0,0,0,1
cancerimmunolres.aacrjournals.org,0,0,0,1
carbsecon.com,0,0,0,1
cas.mcmaster.ca,0,0,0,1
cascade.hepforge.org,0,0,0,1
cat.math.uni-rostock.de,0,0,0,1
catlab.psy.vanderbilt.edu,0,0,0,1
cbs.knaw.nl,0,0,0,1
cc.kyoto-su.ac.jp,0,0,0,1
ccas.ru,0,0,0,1
ccep.crawford.anu.edu.au,0,0,0,1
cchem.berkeley.edu,0,0,0,1
cds.ismrm.org,0,0,0,1
cebc.cnrs.fr,0,0,0,1
cecm.sfu.ca,0,0,0,1
cecs.uci.edu,0,0,0,1
cellandbioscience.biomedcentral.com,0,0,0,1
cemat.ist.utl.pt,0,0,0,1
census.gov,0,0,0,1
cepr.org,0,0,0,1
cepweb.org,0,0,0,1
cequra.uni-muenchen.de,0,0,0,1
cermics.enpc.fr,0,0,0,1
cest2017.gnest.org,0,0,0,1
cfp.ca,0,0,0,1
cfs.nrcan.gc.ca,0,0,0,1
cg.informatik.uni-siegen.de,0,0,0,1
cg.scs.carleton.ca,0,0,0,1
cgd.ucar.edu,0,0,0,1
cgeh.nl,0,0,0,1
cgi.cse.unsw.edu.au,0,0,0,1
cgit.nutn.edu.tw,0,0,0,1
chemgroups.northwestern.edu,0,0,0,1
chess.eecs.berkeley.edu,0,0,0,1
christineclavien.ch,0,0,0,1
chtf.stuba.sk,0,0,0,1
ciclops.org,0,0,0,1
ciei.colorado.edu,0,0,0,1
cienciasmarinas.com.mx,0,0,0,1
ciesm.org,0,0,0,1
cim.mcgill.ca,0,0,0,1
cin.ufpe.br,0,0,0,1
cinj.org,0,0,0,1
circinterventions.ahajournals.org,0,0,0,1
circuit.ucsd.edu,0,0,0,1
citi.sinica.edu.tw,0,0,0,1
civil.uwaterloo.ca,0,0,0,1
ckj.oxfordjournals.org,0,0,0,1
cl-informatik.uibk.ac.at,0,0,0,1
clahrc-wessex.nihr.ac.uk,0,0,0,1
claremontmckenna.edu,0,0,0,1
climatemodeling.org,0,0,0,1
clopinet.com,0,0,0,1
cmadan.com,0,0,0,1
cmaj.ca,0,0,0,1
cmgm.stanford.edu,0,0,0,1
cmp.felk.cvut.cz,0,0,0,1
cmr.uni-koeln.de,0,0,0,1
cms.bgu.tum.de,0,0,0,1
cms.brookes.ac.uk,0,0,0,1
cms.horus.be,0,0,0,1
cnb.cz,0,0,0,1
cnoslab.com,0,0,0,1
cns.nyu.edu,0,0,0,1
coastalchange.ca,0,0,0,1
coga.tu-berlin.de,0,0,0,1
cognitivegiscience.psu.edu,0,0,0,1
cogs.indiana.edu,0,0,0,1
comaniciu.net,0,0,0,1
comets2016toulouse.com,0,0,0,1
comm.toronto.edu,0,0,0,1
comm.utoronto.ca,0,0,0,1
community.dur.ac.uk,0,0,0,1
computational-photonics.eu,0,0,0,1
comsys.rwth-aachen.de,0,0,0,1
content.karger.com,0,0,0,1
coping.us,0,0,0,1
corpling.uis.georgetown.edu,0,0,0,1
coruscant.itmat.upenn.edu,0,0,0,1
cosic.esat.kuleuven.be,0,0,0,1
courses.cit.cornell.edu,0,0,0,1
coxcammer.com,0,0,0,1
cran.r-project.org,0,0,0,1
crd.lbl.gov,0,0,0,1
creol.ucf.edu,0,0,0,1
crosstalk-online.de,0,0,0,1
cryptojedi.org,0,0,0,1
cs.au.dk,0,0,0,1
cs.berkeley.edu,0,0,0,1
cs.bilkent.edu.tr,0,0,0,1
cs.christophwernhard.com,0,0,0,1
cs.columbia.edu,0,0,0,1
cs.cornell.edu,0,0,0,1
cs.drexel.edu,0,0,0,1
cs.hku.hk,0,0,0,1
cs.iastate.edu,0,0,0,1
cs.joensuu.fi,0,0,0,1
cs.kent.ac.uk,0,0,0,1
cs.kuleuven.ac.be,0,0,0,1
cs.le.ac.uk,0,0,0,1
cs.mcgill.ca,0,0,0,1
cs.oregonstate.edu,0,0,0,1
cs.pdx.edu,0,0,0,1
cs.pitt.edu,0,0,0,1
cs.rhul.ac.uk,0,0,0,1
cs.sfu.ca,0,0,0,1
cs.ucsd.edu,0,0,0,1
cs.ucy.ac.cy,0,0,0,1
cs.uic.edu,0,0,0,1
cs.umanitoba.ca,0,0,0,1
cs.uni-potsdam.de,0,0,0,1
cs.yale.edu,0,0,0,1
cs.yorku.ca,0,0,0,1
csd.uwo.ca,0,0,0,1
cse.iitd.ernet.in,0,0,0,1
cse.sc.edu,0,0,0,1
csjarchive.cogsci.rpi.edu,0,0,0,1
csrc.nist.gov,0,0,0,1
cstr.inf.ed.ac.uk,0,0,0,1
ctu.dk,0,0,0,1
cupnet.net,0,0,0,1
cvc.uab.es,0,0,0,1
cwi.nl,0,0,0,1
cybele.bu.edu,0,0,0,1
d.repec.org,0,0,0,1
daedalus.caltech.edu,0,0,0,1
dai-labor.de,0,0,0,1
dai.ed.ac.uk,0,0,0,1
dairy-journal.org,0,0,0,1
danidl.co.uk,0,0,0,1
danielabalslev.dk,0,0,0,1
danigayo.info,0,0,0,1
data.icg.tugraz.at,0,0,0,1
davapc1.bioch.dundee.ac.uk,0,0,0,1
db-net.aueb.gr,0,0,0,1
db.informatik.uni-bremen.de,0,0,0,1
dbs.uni-leipzig.de,0,0,0,1
dcg.ethz.ch,0,0,0,1
dcs.bbk.ac.uk,0,0,0,1
dcs.ed.ac.uk,0,0,0,1
deg.byu.edu,0,0,0,1
dei.unipd.it,0,0,0,1
demographic-research.org,0,0,0,1
depa.fquim.unam.mx,0,0,0,1
depot.knaw.nl,0,0,0,1
dergipark.gov.tr,0,0,0,1
des.ucdavis.edu,0,0,0,1
des.udc.es,0,0,0,1
devcogneuro.com,0,0,0,1
dgphil2008.de,0,0,0,1
dia.uniroma3.it,0,0,0,1
diagnosticpathology.org,0,0,0,1
dicit.fbk.eu,0,0,0,1
diffgleichg.uni-bayreuth.de,0,0,0,1
digitalcommons.fairfield.edu,0,0,0,1
dii.uchile.cl,0,0,0,1
dimat.unipv.it,0,0,0,1
dke.maastrichtuniversity.nl,0,0,0,1
dl.begellhouse.com,0,0,0,1
dm.unibo.it,0,0,0,1
dna.fernuni-hagen.de,0,0,0,1
dnaresearch.oxfordjournals.org,0,0,0,1
do-g.de,0,0,0,1
drketandhatariya.com,0,0,0,1
dur.ac.uk,0,0,0,1
dusty.physics.uiowa.edu,0,0,0,1
dx.doi.org,0,0,0,1
dynamics-approx.jku.at,0,0,0,1
dynare.org,0,0,0,1
eap.ee,0,0,0,1
earsel.org,0,0,0,1
eas.slu.edu,0,0,0,1
ebrd.com,0,0,0,1
ecco-jcc.oxfordjournals.org,0,0,0,1
ece.gatech.edu,0,0,0,1
ece.nus.edu.sg,0,0,0,1
ece.uvic.ca,0,0,0,1
ecmjournal.org,0,0,0,1
ecmr07.informatik.uni-freiburg.de,0,0,0,1
eco.uc3m.es,0,0,0,1
econ.canterbury.ac.nz,0,0,0,1
econ.umu.se,0,0,0,1
econ.uniurb.it,0,0,0,1
econhist.gu.se,0,0,0,1
economics.hawaii.edu,0,0,0,1
economics.ku.dk,0,0,0,1
economics.soc.uoc.gr,0,0,0,1
economics.uci.edu,0,0,0,1
economics.wm.edu,0,0,0,1
economistsview.typepad.com,0,0,0,1
ecoprom.misis.ru,0,0,0,1
ecotope.org,0,0,0,1
ecse.rpi.edu,0,0,0,1
ecst.ecsdl.org,0,0,0,1
edepot.wur.nl,0,0,0,1
edp-open.org,0,0,0,1
ee.cityu.edu.hk,0,0,0,1
eeassoc.org,0,0,0,1
eeb.ucla.edu,0,0,0,1
eecs.berkeley.edu,0,0,0,1
eecs.harvard.edu,0,0,0,1
eee.hku.hk,0,0,0,1
ees.rochester.edu,0,0,0,1
effective-states.org,0,0,0,1
egg.epfl.ch,0,0,0,1
ehu.eus,0,0,0,1
eib.org,0,0,0,1
eis.mdx.ac.uk,0,0,0,1
eje-online.org,0,0,0,1
ejgo.org,0,0,0,1
ejhp.bmj.com,0,0,0,1
ejnmmires.com,0,0,0,1
ekstern.filer.uib.no,0,0,0,1
eleceng.adelaide.edu.au,0,0,0,1
elserlab.asu.edu,0,0,0,1
empiwifo.uni-freiburg.de,0,0,0,1
ems-ph.org,0,0,0,1
eng.tau.ac.il,0,0,0,1
environnement.ens.fr,0,0,0,1
eomf.ou.edu,0,0,0,1
eprg.group.cam.ac.uk,0,0,0,1
eprints.biblio.unitn.it,0,0,0,1
eprints.icrisat.ac.in,0,0,0,1
eprints.ncl.ac.uk,0,0,0,1
er.ams.eng.osaka-u.ac.jp,0,0,0,1
erikreinhard.com,0,0,0,1
es.ucsc.edu,0,0,0,1
eshe.eu,0,0,0,1
esocialsciences.org,0,0,0,1
esrl.noaa.gov,0,0,0,1
ethnobiomed.biomedcentral.com,0,0,0,1
etla.fi,0,0,0,1
euclipse.eu,0,0,0,1
euler.mathematik.uni-dortmund.de,0,0,0,1
eurheartjsupp.oxfordjournals.org,0,0,0,1
eurjmin.geoscienceworld.org,0,0,0,1
euro-online.org,0,0,0,1
euskalmemoriadigitala.eus,0,0,0,1
eventi.cnism.it,0,0,0,1
evosuite.org,0,0,0,1
f6publishing.blob.core.windows.net,0,0,0,1
faculty.biu.ac.il,0,0,0,1
faculty.buffalostate.edu,0,0,0,1
faculty.haas.berkeley.edu,0,0,0,1
faculty.nps.edu,0,0,0,1
faculty.tamuc.edu,0,0,0,1
faculty.tru.ca,0,0,0,1
faculty.uoit.ca,0,0,0,1
fdm.uni-freiburg.de,0,0,0,1
feem-web.it,0,0,0,1
fi.muni.cz,0,0,0,1
file.scirp.org,0,0,0,1
files.eric.ed.gov,0,0,0,1
finanz.math.tu-graz.ac.at,0,0,0,1
fis.unipr.it,0,0,0,1
fitelson.org,0,0,0,1
fizz.phys.dal.ca,0,0,0,1
flrec.ifas.ufl.edu,0,0,0,1
fmx.sagepub.com,0,0,0,1
fpergon.webs.ull.es,0,0,0,1
fpl.fs.fed.us,0,0,0,1
francesco.orabona.com,0,0,0,1
freeyourmetadata.org,0,0,0,1
ftp.cs.wisc.edu,0,0,0,1
fu.psych.ac.cn,0,0,0,1
fulltext.calis.edu.cn,0,0,0,1
functologic.com,0,0,0,1
fundacaoataulphodepaiva.com.br,0,0,0,1
funpecrp.com.br,0,0,0,1
fuw.edu.pl,0,0,0,1
g.eng.cam.ac.uk,0,0,0,1
gak.cs.uni-kl.de,0,0,0,1
garfield.chem.elte.hu,0,0,0,1
gate.cnrs.fr,0,0,0,1
gavrila.net,0,0,0,1
gbv.de,0,0,0,1
genetics.wustl.edu,0,0,0,1
geo.uni-bremen.de,0,0,0,1
geography.sdsu.edu,0,0,0,1
geol.umd.edu,0,0,0,1
geology.wisc.edu,0,0,0,1
geometrie.tuwien.ac.at,0,0,0,1
geometry.caltech.edu,0,0,0,1
gflec.org,0,0,0,1
gianlucafiori.org,0,0,0,1
gini-research.org,0,0,0,1
gipsa-lab.grenoble-inp.fr,0,0,0,1
glass.ruc.dk,0,0,0,1
globalmass.eu,0,0,0,1
globins.bch.msstate.edu,0,0,0,1
gobics.de,0,0,0,1
graphics.pixar.com,0,0,0,1
graphics.ucsd.edu,0,0,0,1
grasp.xief.net,0,0,0,1
growthlab.cid.harvard.edu,0,0,0,1
gta.math.unibuc.ro,0,0,0,1
gth.die.upm.es,0,0,0,1
gtl.univ-pau.fr,0,0,0,1
guettel.com,0,0,0,1
hairer.org,0,0,0,1
hal-cstb.archives-ouvertes.fr,0,0,0,1
hal-espci.archives-ouvertes.fr,0,0,0,1
hal-univ-paris8.archives-ouvertes.fr,0,0,0,1
hannes.muehleisen.org,0,0,0,1
hansrajt.files.wordpress.com,0,0,0,1
harmfulalgae.info,0,0,0,1
hassler-j.iies.su.se,0,0,0,1
hboylan.de,0,0,0,1
healtheconomicsreview.biomedcentral.com,0,0,0,1
hebergement.u-psud.fr,0,0,0,1
heim.ifi.uio.no,0,0,0,1
heppnetz.de,0,0,0,1
herwinvanwelbergen.nl,0,0,0,1
holgermitterer.eu,0,0,0,1
home.agh.edu.pl,0,0,0,1
home.htwg-konstanz.de,0,0,0,1
home.ustc.edu.cn,0,0,0,1
homepages.econ.ed.ac.uk,0,0,0,1
homepages.math.uic.edu,0,0,0,1
hooklee.com,0,0,0,1
hpi.uni-potsdam.de,0,0,0,1
hqlo.biomedcentral.com,0,0,0,1
hs.uni-hamburg.de,0,0,0,1
hse-econ.fi,0,0,0,1
html.mechse.illinois.edu,0,0,0,1
hup.sub.uni-hamburg.de,0,0,0,1
hwv.dk,0,0,0,1
hwwi.org,0,0,0,1
i8.informatik.rwth-aachen.de,0,0,0,1
ia800601.us.archive.org,0,0,0,1
iam.unibe.ch,0,0,0,1
iariw.org,0,0,0,1
ibpc.fr,0,0,0,1
ibr.cs.tu-bs.de,0,0,0,1
icl.cs.utk.edu,0,0,0,1
icm.tu-bs.de,0,0,0,1
ics.uci.edu,0,0,0,1
icsd.aegean.gr,0,0,0,1
id.nii.ac.jp,0,0,0,1
ide.titech.ac.jp,0,0,0,1
ideas.repec.org,0,0,0,1
iept.tu-clausthal.de,0,0,0,1
ies.fsv.cuni.cz,0,0,0,1
ifp.uiuc.edu,0,0,0,1
iglcstorage.blob.core.windows.net,0,0,0,1
igpp.ucla.edu,0,0,0,1
ii.uni.wroc.pl,0,0,0,1
iie.com,0,0,0,1
iiia.csic.es,0,0,0,1
ij-healthgeographics.biomedcentral.com,0,0,0,1
ilabs.uw.edu,0,0,0,1
im.pwr.wroc.pl,0,0,0,1
image.diku.dk,0,0,0,1
imar.ro,0,0,0,1
ime.usp.br,0,0,0,1
imedea.uib-csic.es,0,0,0,1
img.bio.uni-goettingen.de,0,0,0,1
imp.tu-darmstadt.de,0,0,0,1
impan.pl,0,0,0,1
imtek.de,0,0,0,1
individual.utoronto.ca,0,0,0,1
indridason.politicaldata.org,0,0,0,1
ineteconomics.org,0,0,0,1
inf.unibz.it,0,0,0,1
inforum.org.pt,0,0,0,1
infrared.ucsd.edu,0,0,0,1
injuryprevention.bmj.com,0,0,0,1
inria.fr,0,0,0,1
insightenergy.org,0,0,0,1
insubriaspace.cineca.it,0,0,0,1
int-arch-photogramm-remote-sens-spatial-inf-sci.net,0,0,0,1
international-agrophysics.org,0,0,0,1
interruptions.net,0,0,0,1
intlpress.com,0,0,0,1
io-warnemuende.de,0,0,0,1
ioc.ee,0,0,0,1
ipa-ial.geo.su.se,0,0,0,1
iprc.soest.hawaii.edu,0,0,0,1
irh.inf.unideb.hu,0,0,0,1
irnase.csic.es,0,0,0,1
isabelle.in.tum.de,0,0,0,1
isromac-isimet.univ-lille1.fr,0,0,0,1
istina.msu.ru,0,0,0,1
it.uu.se,0,0,0,1
itf.fys.kuleuven.be,0,0,0,1
iti.mff.cuni.cz,0,0,0,1
its.caltech.edu,0,0,0,1
iuj.ac.jp,0,0,0,1
iwb.econ.uni-muenchen.de,0,0,0,1
jan-becker.net,0,0,0,1
jbsr.be,0,0,0,1
jcheminf.biomedcentral.com,0,0,0,1
jcheminf.springeropen.com,0,0,0,1
jhoonline.biomedcentral.com,0,0,0,1
jidc.org,0,0,0,1
